都道府県,市区町村,市区町村名（フル）,人数
奈良県,山添村,,95
奈良県,平群町,,754
奈良県,三郷町,,1069
奈良県,斑鳩町,,1567
奈良県,安堵町,,236
奈良県,川西町,,388
奈良県,三宅町,,240
奈良県,田原本町,,1444
奈良県,曽爾村,,－
奈良県,御杖村,,23
奈良県,高取町,,252
奈良県,明日香村,,248
奈良県,上牧町,,846
奈良県,王寺町,,－
奈良県,広陵町,,2170
奈良県,河合町,,635
奈良県,吉野町,,137
奈良県,大淀町,,610
奈良県,下市町,,－
奈良県,黒滝村,,11
奈良県,天川村,,－
奈良県,野迫川村,,－
奈良県,十津川村,,99
奈良県,下北山村,,－
奈良県,上北山村,,－
奈良県,川上村,,35
奈良県,東吉野村,,29
和歌山県,和歌山市,,16881
和歌山県,海南市,,1931
和歌山県,橋本市,,2828
和歌山県,有田市,,1088
和歌山県,御坊市,,962
和歌山県,田辺市,,3100
和歌山県,新宮市,,1148
和歌山県,紀の川市,,2715
和歌山県,岩出市,,2887
和歌山県,紀美野町,,255
和歌山県,かつらぎ町,,713
和歌山県,九度山町,,111
和歌山県,高野町,,93
和歌山県,湯浅町,,480
和歌山県,広川町,,298
和歌山県,有田川町,,1369
和歌山県,美浜町,,271
和歌山県,日高町,,494
和歌山県,由良町,,165
和歌山県,印南町,,337
和歌山県,みなべ町,,545
和歌山県,日高川町,,432
和歌山県,白浜町,,777
和歌山県,上富田町,,917
和歌山県,すさみ町,,118
和歌山県,那智勝浦町,,540
和歌山県,太地町,,105
和歌山県,古座川町,,76
和歌山県,北山村,,26
和歌山県,串本町,,502
鳥取県,鳥取市,,9178
鳥取県,米子市,,7804
鳥取県,倉吉市,,2268
鳥取県,境港市,,1610
鳥取県,岩美町,,463
鳥取県,若桜町,,70
鳥取県,智頭町,,258
鳥取県,八頭町,,739
鳥取県,三朝町,,282
鳥取県,湯梨浜町,,909
鳥取県,琴浦町,,789
鳥取県,北栄町,,781
鳥取県,日吉津村,,237
鳥取県,大山町,,737
鳥取県,南部町,,484
鳥取県,伯耆町,,504
鳥取県,日南町,,119
鳥取県,日野町,,－
鳥取県,江府町,,－
島根県,松江市,,9718
島根県,浜田市,,2341
島根県,出雲市,,9705
島根県,益田市,,2147
島根県,大田市,,1483
島根県,安来市,,1689
島根県,江津市,,966
島根県,雲南市,,1649
島根県,奥出雲町,,478
島根県,飯南町,,173
島根県,川本町,,131
島根県,美郷町,,178
島根県,邑南町,,442
島根県,津和野町,,243
島根県,吉賀町,,214
島根県,海士町,,121
島根県,西ノ島町,,107
島根県,知夫村,,22
島根県,隠岐の島町,,642
岡山県,岡山市北区,,15243
岡山県,岡山市中区,,8663
岡山県,岡山市東区,,4103
岡山県,岡山市南区,,8870
岡山県,倉敷市,,25835
岡山県,津山市,,4944
岡山県,玉野市,,2279
岡山県,笠岡市,,1856
岡山県,井原市,,1511
岡山県,総社市,,4005
岡山県,高梁市,,1017
岡山県,新見市,,1037
岡山県,備前市,,1187
岡山県,瀬戸内市,,1745
岡山県,赤磐市,,2469
岡山県,真庭市,,1986
岡山県,美作市,,1091
岡山県,浅口市,,1409
岡山県,和気町,,527
岡山県,早島町,,865
岡山県,里庄町,,664
岡山県,矢掛町,,586
岡山県,新庄村,,33
岡山県,鏡野町,,622
岡山県,勝央町,,628
岡山県,奈義町,,296
岡山県,西粟倉村,,70
岡山県,久米南町,,139
岡山県,美咲町,,494
岡山県,吉備中央町,,440
広島県,広島市中区,,6480
広島市,広島市東区,,6264
広島市,広島市南区,,7810
広島市,広島市西区,,8990
広島市,広島市安佐南区,,15490
広島市,広島市安佐北区,,6437
広島市,広島市安芸区,,3881
広島市,広島市佐伯区,,8622
広島市,呉市,,8846
広島市,竹原市,,612
広島市,三原市,,4374
広島市,尾道市,,5714
広島市,福山市,,24217
広島市,府中市,,842
広島市,三次市,,2392
広島市,庄原市,,1390
広島市,大竹市,,1184
広島市,東広島市,,11188
広島市,廿日市市,,6385
広島市,安芸高田市,,1135
広島市,江田島市,,670
広島市,府中町,,3214
広島市,海田町,,1844
広島市,熊野町,,1188
広島市,坂町,,691
広島市,安芸太田町,,208
広島市,北広島町,,711
広島市,大崎上島町,,185
広島市,世羅町,,649
広島市,神石高原町,,335
山口県,下関市,,11189
山口県,宇部市,,7674
山口県,山口市,,9905
山口県,萩市,,1527
山口県,防府市,,5982
山口県,下松市,,3047
山口県,岩国市,,5818
山口県,光市,,2342
山口県,長門市,,1197
山口県,柳井市,,1249
山口県,美祢市,,713
山口県,周南市,,6333
山口県,山陽小野田市,,3029
山口県,周防大島町,,364
山口県,和木町,,403
山口県,上関町,,50
山口県,田布施町,,569
山口県,平生町,,440
山口県,阿武町,,104
徳島県,徳島市,,12485
徳島県,鳴門市,,2289
徳島県,小松島市,,1348
徳島県,阿南市,,3323
徳島県,吉野川市,,1599
徳島県,阿波市,,1426
徳島県,美馬市,,1100
徳島県,三好市,,819
徳島県,勝浦町,,181
徳島県,上勝町,,41
徳島県,佐那河内村,,73
徳島県,石井町,,1318
徳島県,神山町,,136
徳島県,那賀町,,227
徳島県,牟岐町,,83
徳島県,美波町,,180
徳島県,海陽町,,264
徳島県,松茂町,,728
徳島県,北島町,,1417
徳島県,藍住町,,2115
徳島県,板野町,,535
徳島県,上板町,,516
徳島県,つるぎ町,,247
徳島県,東みよし町,,635
香川県,高松市,,22283
香川県,丸亀市,,5926
香川県,坂出市,,2494
香川県,善通寺市,,1487
香川県,観音寺市,,2751
香川県,さぬき市,,1792
香川県,東かがわ市,,995
香川県,三豊市,,2935
香川県,土庄町,,495
香川県,小豆島町,,508
香川県,三木町,,1489
香川県,直島町,,115
香川県,宇多津町,,935
香川県,綾川町,,1097
香川県,琴平町,,288
香川県,多度津町,,1024
香川県,まんのう町,,884
愛媛県,松山市,,26027
愛媛県,今治市,,6709
愛媛県,宇和島市,,2871
愛媛県,八幡浜市,,1203
愛媛県,新居浜市,,5691
愛媛県,西条市,,5207
愛媛県,大洲市,,1919
愛媛県,伊予市,,1820
愛媛県,四国中央市,,3856
愛媛県,西予市,,1406
愛媛県,東温市,,1707
愛媛県,上島町,,207
愛媛県,久万高原町,,232
愛媛県,松前町,,1713
愛媛県,砥部町,,1021
愛媛県,内子町,,654
愛媛県,伊方町,,245
愛媛県,松野町,,112
愛媛県,鬼北町,,340
愛媛県,愛南町,,636
高知県,高知市,,15235
高知県,室戸市,,319
高知県,安芸市,,574
高知県,南国市,,2279
高知県,土佐市,,1127
高知県,須崎市,,709
高知県,宿毛市,,809
高知県,土佐清水市,,353
高知県,四万十市,,1503
高知県,香南市,,1633
高知県,香美市,,1117
高知県,東洋町,,37
高知県,奈半利町,,104
高知県,田野町,,108
高知県,安田町,,90
高知県,北川村,,37
高知県,馬路村,,34
高知県,芸西村,,179
高知県,本山町,,124
高知県,大豊町,,－
高知県,土佐町,,154
高知県,大川村,,－
高知県,いの町,,896
高知県,仁淀川町,,133
高知県,中土佐町,,193
高知県,佐川町,,497
高知県,越知町,,154
高知県,檮原町,,135
高知県,日高村,,228
高知県,津野町,,212
高知県,四万十町,,603
高知県,大月町,,121
高知県,三原村,,44
高知県,黒潮町,,362
福岡県,北九州市門司区,,4327
福岡県,北九州市若松区,,4505
福岡県,北九州市戸畑区,,2902
福岡県,北九州市小倉北区,,7657
福岡県,北九州市小倉南区,,10802
福岡県,北九州市八幡東区,,2988
福岡県,北九州市八幡西区,,12481
福岡県,福岡市東区,,18408
福岡県,福岡市博多区,,8733
福岡県,福岡市中央区,,8799
福岡県,福岡市南区,,15464
福岡県,福岡市西区,,12315
福岡県,福岡市城南区,,6762
福岡県,福岡市早良区,,13896
福岡県,大牟田市,,4865
福岡県,久留米市,,17247
福岡県,直方市,,2990
福岡県,飯塚市,,6812
福岡県,田川市,,2319
福岡県,柳川市,,3113
福岡県,八女市,,2804
福岡県,筑後市,,2932
福岡県,大川市,,1371
福岡県,行橋市,,3988
福岡県,豊前市,,1175
福岡県,中間市,,1749
福岡県,小郡市,,3585
福岡県,筑紫野市,,6093
福岡県,春日市,,7219
福岡県,大野城市,,6425
福岡県,宗像市,,5633
福岡県,太宰府市,,4428
福岡県,古賀市,,3516
福岡県,福津市,,4931
福岡県,うきは市,,1432
福岡県,宮若市,,1297
福岡県,嘉麻市,,672
福岡県,朝倉市,,2621
福岡県,みやま市,,1622
福岡県,糸島市,,6199
福岡県,那珂川市,,3196
福岡県,宇美町,,2198
福岡県,篠栗町,,1801
福岡県,志免町,,2928
福岡県,須惠町,,2052
福岡県,新宮町,,2819
福岡県,久山町,,692
福岡県,粕屋町,,3262
福岡県,芦屋町,,666
福岡県,水巻町,,1467
福岡県,岡垣町,,1724
福岡県,遠賀町,,1018
福岡県,小竹町,,256
福岡県,鞍手町,,693
福岡県,桂川町,,651
福岡県,筑前町,,1778
福岡県,東峰村,,68
福岡県,大刀洗町,,938
福岡県,大木町,,861
福岡県,広川町,,1134
福岡県,香春町,,－
福岡県,添田町,,339
福岡県,糸田町,,471
福岡県,川崎町,,695
福岡県,大任町,,302
福岡県,赤村,,152
福岡県,福智町,,707
福岡県,苅田町,,2183
福岡県,みやこ町,,750
福岡県,吉富町,,346
福岡県,上毛町,,461
福岡県,築上町,,736
佐賀県,佐賀市,,12813
佐賀県,唐津市,,6395
佐賀県,鳥栖市,,4440
佐賀県,多久市,,－
佐賀県,伊万里市,,2869
佐賀県,武雄市,,2603
佐賀県,鹿島市,,1527
佐賀県,小城市,,2458
佐賀県,嬉野市,,1289
佐賀県,神埼市,,1540
佐賀県,吉野ヶ里町,,951
佐賀県,基山町,,982
佐賀県,上峰町,,597
佐賀県,みやき町,,1389
佐賀県,玄海町,,－
佐賀県,有田町,,1044
佐賀県,大町町,,－
佐賀県,江北町,,565
佐賀県,白石町,,1049
佐賀県,太良町,,323
長崎県,長崎市,,18952
長崎県,佐世保市,,12611
長崎県,島原市,,2273
長崎県,諫早市,,7383
長崎県,大村市,,6361
長崎県,平戸市,,1369
長崎県,松浦市,,1065
長崎県,対馬市,,1269
長崎県,壱岐市,,1298
長崎県,五島市,,1414
長崎県,西海市,,1160
長崎県,雲仙市,,2070
長崎県,南島原市,,1905
長崎県,長与町,,2352
長崎県,時津町,,1684
長崎県,東彼杵町,,381
長崎県,川棚町,,659
長崎県,波佐見町,,778
長崎県,小値賀町,,81
長崎県,佐々町,,953
長崎県,新上五島町,,597
熊本県,熊本市中央区,,8803
熊本県,熊本市東区,,11651
熊本県,熊本市西区,,4208
熊本県,熊本市南区,,8711
熊本県,熊本市北区,,7486
熊本県,八代市,,6098
熊本県,人吉市,,1527
熊本県,荒尾市,,2587
熊本県,水俣市,,1032
熊本県,玉名市,,3281
熊本県,山鹿市,,2477
熊本県,菊池市,,2467
熊本県,宇土市,,1988
熊本県,上天草市,,1009
熊本県,宇城市,,2982
熊本県,阿蘇市,,1190
熊本県,天草市,,3278
熊本県,合志市,,5097
熊本県,美里町,,286
熊本県,玉東町,,313
熊本県,南関町,,388
熊本県,長洲町,,775
熊本県,和水町,,425
熊本県,大津町,,2507
熊本県,菊陽町,,3026
熊本県,南小国町,,175
熊本県,小国町,,257
熊本県,産山村,,－
熊本県,高森町,,233
熊本県,西原村,,394
熊本県,南阿蘇村,,433
熊本県,御船町,,1001
熊本県,嘉島町,,811
熊本県,益城町,,2249
熊本県,甲佐町,,535
熊本県,山都町,,481
熊本県,氷川町,,485
熊本県,芦北町,,624
熊本県,津奈木町,,181
熊本県,錦町,,623
熊本県,多良木町,,413
熊本県,湯前町,,167
熊本県,水上村,,－
熊本県,相良村,,184
熊本県,五木村,,24
熊本県,山江村,,209
熊本県,球磨村,,97
熊本県,あさぎり町,,786
熊本県,苓北町,,304
大分県,大分市,,25315
大分県,別府市,,4955
大分県,中津市,,4555
大分県,日田市,,3022
大分県,佐伯市,,2845
大分県,臼杵市,,1495
大分県,津久見市,,554
大分県,竹田市,,702
大分県,豊後高田市,,1022
大分県,杵築市,,1174
大分県,宇佐市,,2524
大分県,豊後大野市,,1341
大分県,由布市,,1778
大分県,国東市,,784
大分県,姫島村,,57
大分県,日出町,,1518
大分県,九重町,,378
大分県,玖珠町,,606
宮崎県,宮崎市,,22546
宮崎県,都城市,,9125
宮崎県,延岡市,,5934
宮崎県,日南市,,2344
宮崎県,小林市,,2209
宮崎県,日向市,,3168
宮崎県,串間市,,873
宮崎県,西都市,,1361
宮崎県,えびの市,,791
宮崎県,三股町,,1938
宮崎県,高原町,,415
宮崎県,国富町,,869
宮崎県,綾町,,390
宮崎県,高鍋町,,1018
宮崎県,新富町,,928
宮崎県,西米良村,,55
宮崎県,木城町,,－
宮崎県,川南町,,772
宮崎県,都農町,,530
宮崎県,門川町,,939
宮崎県,諸塚村,,62
宮崎県,椎葉村,,114
宮崎県,美郷町,,62
宮崎県,高千穂町,,506
宮崎県,日之影町,,120
宮崎県,五ヶ瀬町,,127
鹿児島県,鹿児島市,,33373
鹿児島県,鹿屋市,,6292
鹿児島県,枕崎市,,812
鹿児島県,阿久根市,,822
鹿児島県,出水市,,2877
鹿児島県,指宿市,,1836
鹿児島県,西之表市,,740
鹿児島県,垂水市,,522
鹿児島県,薩摩川内市,,4876
鹿児島県,日置市,,2298
鹿児島県,曽於市,,1490
鹿児島県,霧島市,,7278
鹿児島県,いちき串木野市,,1295
鹿児島県,南さつま市,,1160
鹿児島県,志布志市,,1658
鹿児島県,奄美市,,2256
鹿児島県,南九州市,,1472
鹿児島県,伊佐市,,1053
鹿児島県,姶良市,,4853
鹿児島県,三島村,,－
鹿児島県,十島村,,63
鹿児島県,さつま町,,839
鹿児島県,長島町,,555
鹿児島県,湧水町,,346
鹿児島県,大崎町,,589
鹿児島県,東串良町,,372
鹿児島県,錦江町,,253
鹿児島県,南大隅町,,219
鹿児島県,肝付町,,646
鹿児島県,中種子町,,375
鹿児島県,南種子町,,338
鹿児島県,屋久島町,,662
鹿児島県,大和村,,57
鹿児島県,宇検村,,94
鹿児島県,瀬戸内町,,394
鹿児島県,龍郷町,,409
鹿児島県,喜界町,,313
鹿児島県,徳之島町,,643
鹿児島県,天城町,,313
鹿児島県,伊仙町,,431
鹿児島県,和泊町,,384
鹿児島県,知名町,,373
鹿児島県,与論町,,323
沖縄県,那覇市,,18361
沖縄県,宜野湾市,,7037
沖縄県,石垣市,,3360
沖縄県,浦添市,,7554
沖縄県,名護市,,4392
沖縄県,糸満市,,4538
沖縄県,沖縄市,,9405
沖縄県,豊見城市,,5251
沖縄県,うるま市,,8912
沖縄県,宮古島市,,3480
沖縄県,南城市,,3432
沖縄県,国頭村,,220
沖縄県,大宜味村,,138
沖縄県,東村,,95
沖縄県,今帰仁村,,583
沖縄県,本部町,,819
沖縄県,恩納村,,653
沖縄県,宜野座村,,510
沖縄県,金武町,,817
沖縄県,伊江村,,248
沖縄県,読谷村,,3015
沖縄県,嘉手納町,,940
沖縄県,北谷町,,2102
沖縄県,北中城村,,1338
沖縄県,中城村,,1477
沖縄県,西原町,,2923
沖縄県,与那原町,,1446
沖縄県,南風原町,,3365
沖縄県,渡嘉敷村,,51
沖縄県,座間味村,,57
沖縄県,粟国村,,27
沖縄県,渡名喜村,,12
沖縄県,南大東村,,83
沖縄県,北大東村,,37
沖縄県,伊平屋村,,68
沖縄県,伊是名村,,99
沖縄県,久米島町,,399
沖縄県,八重瀬町,,2767
沖縄県,多良間村,,65
沖縄県,竹富町,,289
沖縄県,与那国町,,107
