市区町村名,人数
静岡県裾野市,2583.0
静岡県湖西市,2770.0
静岡県伊豆市,863.0
静岡県御前崎市,1458.0
静岡県菊川市,2583.0
静岡県伊豆の国市,2233.0
静岡県牧之原市,2087.0
静岡県東伊豆町,311.0
静岡県河津町,252.0
静岡県南伊豆町,263.0
静岡県松崎町,165.0
静岡県西伊豆町,148.0
静岡県函南町,1760.0
静岡県清水町,1614.0
静岡県長泉町,2612.0
静岡県小山町,890.0
静岡県吉田町,1404.0
静岡県川根本町,167.0
静岡県森町,806.0
愛知県名古屋市千種区,7942.0
愛知県名古屋市東区,4427.0
愛知県名古屋市北区,6593.0
愛知県名古屋市西区,6620.0
愛知県名古屋市中村区,4913.0
愛知県名古屋市中区,2178.0
愛知県名古屋市昭和区,5788.0
愛知県名古屋市瑞穂区,5576.0
愛知県名古屋市熱田区,2726.0
愛知県名古屋市中川区,9870.0
愛知県名古屋市港区,6065.0
愛知県名古屋市南区,5593.0
愛知県名古屋市守山区,10475.0
愛知県名古屋市緑区,15132.0
愛知県名古屋市名東区,9348.0
愛知県名古屋市天白区,7959.0
愛知県豊橋市,19683.0
愛知県岡崎市,22057.0
愛知県一宮市,19732.0
愛知県瀬戸市,6648.0
愛知県半田市,6022.0
愛知県春日井市,16487.0
愛知県豊川市,10246.0
愛知県津島市,2496.0
愛知県碧南市,3951.0
愛知県刈谷市,8723.0
愛知県豊田市,22365.0
愛知県安城市,10912.0
愛知県西尾市,9703.0
愛知県蒲郡市,3752.0
愛知県犬山市,3417.0
愛知県常滑市,3604.0
愛知県江南市,5080.0
愛知県小牧市,7710.0
愛知県稲沢市,6941.0
愛知県新城市,1951.0
愛知県東海市,6843.0
愛知県大府市,5788.0
愛知県知多市,4276.0
愛知県知立市,3845.0
愛知県尾張旭市,4623.0
愛知県高浜市,2985.0
愛知県岩倉市,2340.0
愛知県豊明市,3483.0
愛知県日進市,6349.0
愛知県田原市,3151.0
愛知県愛西市,2737.0
愛知県清須市,3927.0
愛知県北名古屋市,4848.0
愛知県弥富市,2078.0
愛知県みよし市,3646.0
愛知県あま市,4664.0
愛知県長久手市,4523.0
愛知県東郷町,2702.0
愛知県豊山町,965.0
愛知県大口町,1519.0
愛知県扶桑町,1948.0
愛知県大治町,2097.0
愛知県蟹江町,1758.0
愛知県飛島村,
愛知県阿久比町,2211.0
愛知県東浦町,2767.0
愛知県南知多町,595.0
愛知県美浜町,919.0
愛知県武豊町,2392.0
愛知県幸田町,2898.0
愛知県設楽町,124.0
愛知県東栄町,105.0
愛知県豊根村,29.0
三重県津市,13321.0
三重県四日市市,15378.0
三重県伊勢市,5726.0
三重県松阪市,7842.0
三重県桑名市,7501.0
三重県鈴鹿市,9912.0
三重県名張市,3775.0
三重県尾鷲市,539.0
三重県亀山市,2831.0
三重県鳥羽市,594.0
三重県熊野市,633.0
三重県いなべ市,2210.0
三重県志摩市,1609.0
三重県伊賀市,3843.0
三重県木曽岬町,211.0
三重県東員町,1469.0
三重県菰野町,2383.0
三重県朝日町,724.0
三重県川越町,857.0
三重県多気町,686.0
三重県明和町,1190.0
三重県大台町,313.0
三重県玉城町,875.0
三重県度会町,363.0
三重県大紀町,212.0
三重県南伊勢町,238.0
三重県紀北町,440.0
三重県御浜町,333.0
三重県紀宝町,492.0
滋賀県大津市,18715.0
滋賀県彦根市,5973.0
滋賀県長浜市,5687.0
滋賀県近江八幡市,4649.0
滋賀県草津市,8398.0
滋賀県守山市,5618.0
滋賀県栗東市,4278.0
滋賀県甲賀市,4523.0
滋賀県野洲市,2833.0
滋賀県湖南市,2997.0
滋賀県高島市,1893.0
滋賀県東近江市,6181.0
滋賀県米原市,2031.0
滋賀県日野町,1049.0
滋賀県竜王町,627.0
滋賀県愛荘町,1432.0
滋賀県豊郷町,441.0
滋賀県甲良町,317.0
滋賀県多賀町,431.0
京都府京都市北区,5066.0
京都府京都市上京区,2948.0
京都府京都市左京区,7698.0
京都府京都市中京区,4094.0
京都府京都市東山区,436.0
京都府京都市下京区,2855.0
京都府京都市南区,3750.0
京都府京都市右京区,8450.0
京都府京都市伏見区,11828.0
京都府京都市山科区,5263.0
京都府京都市西京区,7233.0
京都府福知山市,3990.0
京都府舞鶴市,3838.0
京都府綾部市,1334.0
京都府宇治市,8562.0
京都府宮津市,615.0
京都府亀岡市,4240.0
京都府城陽市,3403.0
京都府向日市,3541.0
京都府長岡京市,4530.0
京都府八幡市,3126.0
京都府京田辺市,4448.0
京都府京丹後市,2351.0
京都府南丹市,1363.0
京都府木津川市,5642.0
京都府大山崎町,878.0
京都府久御山町,626.0
京都府井手町,244.0
京都府宇治田原町,405.0
京都府笠置町,22.0
京都府和束町,107.0
京都府精華町,2016.0
京都府南山城村,59.0
京都府京丹波町,441.0
京都府伊根町,73.0
京都府与謝野町,871.0
大阪府大阪市都島区,4666.0
大阪府大阪市福島区,3735.0
大阪府大阪市此花区,2992.0
大阪府大阪市西区,5188.0
大阪府大阪市港区,3084.0
大阪府大阪市大正区,2494.0
大阪府大阪市天王寺区,4437.0
大阪府大阪市浪速区,1596.0
大阪府大阪市西淀川区,4100.0
大阪府大阪市東淀川区,6345.0
大阪府大阪市東成区,3306.0
大阪府大阪市生野区,3613.0
大阪府大阪市旭区,3659.0
大阪府大阪市城東区,8019.0
大阪府大阪市阿倍野区,6573.0
大阪府大阪市住吉区,7293.0
大阪府大阪市東住吉区,5841.0
大阪府大阪市西成区,2548.0
大阪府大阪市淀川区,6936.0
大阪府大阪市鶴見区,6334.0
大阪府大阪市住之江区,4973.0
大阪府大阪市平野区,8461.0
大阪府大阪市北区,4934.0
大阪府大阪市中央区,5356.0
大阪府堺市堺区,6428.0
大阪府堺市中区,6340.0
大阪府堺市東区,4938.0
大阪府堺市西区,7089.0
大阪府堺市南区,6224.0
大阪府堺市北区,7934.0
大阪府堺市美原区,1931.0
大阪府岸和田市,9334.0
大阪府豊中市,21629.0
大阪府池田市,5331.0
大阪府吹田市,21490.0
大阪府泉大津市,3397.0
大阪府高槻市,17181.0
大阪府貝塚市,4219.0
大阪府守口市,5379.0
大阪府枚方市,19948.0
大阪府茨木市,15789.0
大阪府八尾市,12171.0
大阪府泉佐野市,4585.0
大阪府富田林市,4842.0
大阪府寝屋川市,10570.0
大阪府河内長野市,4141.0
大阪府松原市,5010.0
大阪府大東市,5663.0
大阪府和泉市,9198.0
大阪府箕面市,9153.0
大阪府柏原市,3013.0
大阪府羽曳野市,4569.0
大阪府門真市,4329.0
大阪府摂津市,4176.0
大阪府高石市,2863.0
大阪府藤井寺市,3247.0
大阪府東大阪市,19054.0
大阪府泉南市,2891.0
大阪府四條畷市,2593.0
大阪府交野市,3970.0
大阪府大阪狭山市,3227.0
大阪府阪南市,2212.0
大阪府島本町,1931.0
大阪府豊能町,502.0
大阪府能勢町,
大阪府忠岡町,763.0
大阪府熊取町,2318.0
大阪府田尻町,442.0
大阪府岬町,488.0
大阪府太子町,618.0
大阪府河南町,670.0
大阪府千早赤阪村,157.0
兵庫県神戸市東灘区,11326.0
兵庫県神戸市灘区,6990.0
兵庫県神戸市兵庫区,3802.0
兵庫県神戸市長田区,3208.0
兵庫県神戸市須磨区,7616.0
兵庫県神戸市垂水区,11760.0
兵庫県神戸市北区,10180.0
兵庫県神戸市中央区,4707.0
兵庫県神戸市西区,11729.0
兵庫県姫路市,26461.0
兵庫県尼崎市,20172.0
兵庫県明石市,17553.0
兵庫県西宮市,26047.0
兵庫県洲本市,1742.0
兵庫県芦屋市,4416.0
兵庫県伊丹市,10984.0
兵庫県相生市,1295.0
兵庫県豊岡市,3757.0
兵庫県加古川市,13241.0
兵庫県赤穂市,2081.0
兵庫県西脇市,1795.0
兵庫県宝塚市,13362.0
兵庫県三木市,3394.0
兵庫県高砂市,4444.0
兵庫県川西市,7390.0
兵庫県小野市,2423.0
兵庫県三田市,5972.0
兵庫県加西市,1932.0
兵庫県丹波篠山市,1917.0
兵庫県養父市,833.0
兵庫県丹波市,3006.0
兵庫県南あわじ市,2238.0
兵庫県朝来市,1409.0
兵庫県淡路市,2000.0
兵庫県宍粟市,1584.0
兵庫県加東市,1908.0
兵庫県たつの市,3819.0
兵庫県猪名川町,1509.0
兵庫県多可町,816.0
兵庫県稲美町,1666.0
兵庫県播磨町,2143.0
兵庫県市川町,455.0
兵庫県福崎町,1011.0
兵庫県神河町,429.0
兵庫県太子町,1941.0
兵庫県上郡町,537.0
兵庫県佐用町,576.0
兵庫県香美町,645.0
兵庫県新温泉町,517.0
奈良県奈良市,17458.0
奈良県大和高田市,2323.0
奈良県大和郡山市,3670.0
奈良県天理市,3121.0
奈良県橿原市,5746.0
奈良県桜井市,2561.0
奈良県五條市,1010.0
奈良県御所市,716.0
奈良県生駒市,6550.0
奈良県香芝市,4861.0
奈良県葛城市,2348.0
奈良県宇陀市,1029.0
奈良県山添村,95.0
奈良県平群町,754.0
奈良県三郷町,1069.0
奈良県斑鳩町,1567.0
奈良県安堵町,236.0
奈良県川西町,388.0
奈良県三宅町,240.0
奈良県田原本町,1444.0
奈良県曽爾村,
奈良県御杖村,23.0
奈良県高取町,252.0
奈良県明日香村,248.0
奈良県上牧町,846.0
奈良県王寺町,
奈良県広陵町,2170.0
奈良県河合町,635.0
奈良県吉野町,137.0
奈良県大淀町,610.0
奈良県下市町,
奈良県黒滝村,11.0
奈良県天川村,
奈良県野迫川村,
奈良県十津川村,99.0
奈良県下北山村,
奈良県上北山村,
奈良県川上村,35.0
奈良県東吉野村,29.0
和歌山県和歌山市,16881.0
和歌山県海南市,1931.0
和歌山県橋本市,2828.0
和歌山県有田市,1088.0
和歌山県御坊市,962.0
和歌山県田辺市,3100.0
和歌山県新宮市,1148.0
和歌山県紀の川市,2715.0
和歌山県岩出市,2887.0
和歌山県紀美野町,255.0
和歌山県かつらぎ町,713.0
和歌山県九度山町,111.0
和歌山県高野町,93.0
和歌山県湯浅町,480.0
和歌山県広川町,298.0
和歌山県有田川町,1369.0
和歌山県美浜町,271.0
和歌山県日高町,494.0
和歌山県由良町,165.0
和歌山県印南町,337.0
和歌山県みなべ町,545.0
和歌山県日高川町,432.0
和歌山県白浜町,777.0
和歌山県上富田町,917.0
和歌山県すさみ町,118.0
和歌山県那智勝浦町,540.0
和歌山県太地町,105.0
和歌山県古座川町,76.0
和歌山県北山村,26.0
和歌山県串本町,502.0
鳥取県鳥取市,9178.0
鳥取県米子市,7804.0
鳥取県倉吉市,2268.0
鳥取県境港市,1610.0
鳥取県岩美町,463.0
鳥取県若桜町,70.0
鳥取県智頭町,258.0
鳥取県八頭町,739.0
鳥取県三朝町,282.0
鳥取県湯梨浜町,909.0
鳥取県琴浦町,789.0
鳥取県北栄町,781.0
鳥取県日吉津村,237.0
鳥取県大山町,737.0
鳥取県南部町,484.0
鳥取県伯耆町,504.0
鳥取県日南町,119.0
鳥取県日野町,
鳥取県江府町,
島根県松江市,9718.0
島根県浜田市,2341.0
島根県出雲市,9705.0
島根県益田市,2147.0
島根県大田市,1483.0
島根県安来市,1689.0
島根県江津市,966.0
島根県雲南市,1649.0
島根県奥出雲町,478.0
島根県飯南町,173.0
島根県川本町,131.0
島根県美郷町,178.0
島根県邑南町,442.0
島根県津和野町,243.0
島根県吉賀町,214.0
島根県海士町,121.0
島根県西ノ島町,107.0
島根県知夫村,22.0
島根県隠岐の島町,642.0
岡山県岡山市北区,15243.0
岡山県岡山市中区,8663.0
岡山県岡山市東区,4103.0
岡山県岡山市南区,8870.0
岡山県倉敷市,25835.0
岡山県津山市,4944.0
岡山県玉野市,2279.0
岡山県笠岡市,1856.0
岡山県井原市,1511.0
岡山県総社市,4005.0
岡山県高梁市,1017.0
岡山県新見市,1037.0
岡山県備前市,1187.0
岡山県瀬戸内市,1745.0
岡山県赤磐市,2469.0
岡山県真庭市,1986.0
岡山県美作市,1091.0
岡山県浅口市,1409.0
岡山県和気町,527.0
岡山県早島町,865.0
岡山県里庄町,664.0
岡山県矢掛町,586.0
岡山県新庄村,33.0
岡山県鏡野町,622.0
岡山県勝央町,628.0
岡山県奈義町,296.0
岡山県西粟倉村,70.0
岡山県久米南町,139.0
岡山県美咲町,494.0
岡山県吉備中央町,440.0
広島県広島市中区,6480.0
広島市広島市東区,6264.0
広島市広島市南区,7810.0
広島市広島市西区,8990.0
広島市広島市安佐南区,15490.0
広島市広島市安佐北区,6437.0
広島市広島市安芸区,3881.0
広島市広島市佐伯区,8622.0
広島市呉市,8846.0
広島市竹原市,612.0
広島市三原市,4374.0
広島市尾道市,5714.0
広島市福山市,24217.0
広島市府中市,842.0
広島市三次市,2392.0
広島市庄原市,1390.0
広島市大竹市,1184.0
広島市東広島市,11188.0
広島市廿日市市,6385.0
広島市安芸高田市,1135.0
広島市江田島市,670.0
広島市府中町,3214.0
広島市海田町,1844.0
広島市熊野町,1188.0
広島市坂町,691.0
広島市安芸太田町,208.0
広島市北広島町,711.0
広島市大崎上島町,185.0
広島市世羅町,649.0
広島市神石高原町,335.0
山口県下関市,11189.0
山口県宇部市,7674.0
山口県山口市,9905.0
山口県萩市,1527.0
山口県防府市,5982.0
山口県下松市,3047.0
山口県岩国市,5818.0
山口県光市,2342.0
山口県長門市,1197.0
山口県柳井市,1249.0
山口県美祢市,713.0
山口県周南市,6333.0
山口県山陽小野田市,3029.0
山口県周防大島町,364.0
山口県和木町,403.0
山口県上関町,50.0
山口県田布施町,569.0
山口県平生町,440.0
山口県阿武町,104.0
徳島県徳島市,12485.0
徳島県鳴門市,2289.0
徳島県小松島市,1348.0
徳島県阿南市,3323.0
徳島県吉野川市,1599.0
徳島県阿波市,1426.0
徳島県美馬市,1100.0
徳島県三好市,819.0
徳島県勝浦町,181.0
徳島県上勝町,41.0
徳島県佐那河内村,73.0
徳島県石井町,1318.0
徳島県神山町,136.0
徳島県那賀町,227.0
徳島県牟岐町,83.0
徳島県美波町,180.0
徳島県海陽町,264.0
徳島県松茂町,728.0
徳島県北島町,1417.0
徳島県藍住町,2115.0
徳島県板野町,535.0
徳島県上板町,516.0
徳島県つるぎ町,247.0
徳島県東みよし町,635.0
香川県高松市,22283.0
香川県丸亀市,5926.0
香川県坂出市,2494.0
香川県善通寺市,1487.0
香川県観音寺市,2751.0
香川県さぬき市,1792.0
香川県東かがわ市,995.0
香川県三豊市,2935.0
香川県土庄町,495.0
香川県小豆島町,508.0
香川県三木町,1489.0
香川県直島町,115.0
香川県宇多津町,935.0
香川県綾川町,1097.0
香川県琴平町,288.0
香川県多度津町,1024.0
香川県まんのう町,884.0
愛媛県松山市,26027.0
愛媛県今治市,6709.0
愛媛県宇和島市,2871.0
愛媛県八幡浜市,1203.0
愛媛県新居浜市,5691.0
愛媛県西条市,5207.0
愛媛県大洲市,1919.0
愛媛県伊予市,1820.0
愛媛県四国中央市,3856.0
愛媛県西予市,1406.0
愛媛県東温市,1707.0
愛媛県上島町,207.0
愛媛県久万高原町,232.0
愛媛県松前町,1713.0
愛媛県砥部町,1021.0
愛媛県内子町,654.0
愛媛県伊方町,245.0
愛媛県松野町,112.0
愛媛県鬼北町,340.0
愛媛県愛南町,636.0
高知県高知市,15235.0
高知県室戸市,319.0
高知県安芸市,574.0
高知県南国市,2279.0
高知県土佐市,1127.0
高知県須崎市,709.0
高知県宿毛市,809.0
高知県土佐清水市,353.0
高知県四万十市,1503.0
高知県香南市,1633.0
高知県香美市,1117.0
高知県東洋町,37.0
高知県奈半利町,104.0
高知県田野町,108.0
高知県安田町,90.0
高知県北川村,37.0
高知県馬路村,34.0
高知県芸西村,179.0
高知県本山町,124.0
高知県大豊町,
高知県土佐町,154.0
高知県大川村,
高知県いの町,896.0
高知県仁淀川町,133.0
高知県中土佐町,193.0
高知県佐川町,497.0
高知県越知町,154.0
高知県檮原町,135.0
高知県日高村,228.0
高知県津野町,212.0
高知県四万十町,603.0
高知県大月町,121.0
高知県三原村,44.0
高知県黒潮町,362.0
福岡県北九州市門司区,4327.0
福岡県北九州市若松区,4505.0
福岡県北九州市戸畑区,2902.0
福岡県北九州市小倉北区,7657.0
福岡県北九州市小倉南区,10802.0
福岡県北九州市八幡東区,2988.0
福岡県北九州市八幡西区,12481.0
福岡県福岡市東区,18408.0
福岡県福岡市博多区,8733.0
福岡県福岡市中央区,8799.0
福岡県福岡市南区,15464.0
福岡県福岡市西区,12315.0
福岡県福岡市城南区,6762.0
福岡県福岡市早良区,13896.0
福岡県大牟田市,4865.0
福岡県久留米市,17247.0
福岡県直方市,2990.0
福岡県飯塚市,6812.0
福岡県田川市,2319.0
福岡県柳川市,3113.0
福岡県八女市,2804.0
福岡県筑後市,2932.0
福岡県大川市,1371.0
福岡県行橋市,3988.0
福岡県豊前市,1175.0
福岡県中間市,1749.0
福岡県小郡市,3585.0
福岡県筑紫野市,6093.0
福岡県春日市,7219.0
福岡県大野城市,6425.0
福岡県宗像市,5633.0
福岡県太宰府市,4428.0
福岡県古賀市,3516.0
福岡県福津市,4931.0
福岡県うきは市,1432.0
福岡県宮若市,1297.0
福岡県嘉麻市,672.0
福岡県朝倉市,2621.0
福岡県みやま市,1622.0
福岡県糸島市,6199.0
福岡県那珂川市,3196.0
福岡県宇美町,2198.0
福岡県篠栗町,1801.0
福岡県志免町,2928.0
福岡県須惠町,2052.0
福岡県新宮町,2819.0
福岡県久山町,692.0
福岡県粕屋町,3262.0
福岡県芦屋町,666.0
福岡県水巻町,1467.0
福岡県岡垣町,1724.0
福岡県遠賀町,1018.0
福岡県小竹町,256.0
福岡県鞍手町,693.0
福岡県桂川町,651.0
福岡県筑前町,1778.0
福岡県東峰村,68.0
福岡県大刀洗町,938.0
福岡県大木町,861.0
福岡県広川町,1134.0
福岡県香春町,
福岡県添田町,339.0
福岡県糸田町,471.0
福岡県川崎町,695.0
福岡県大任町,302.0
福岡県赤村,152.0
福岡県福智町,707.0
福岡県苅田町,2183.0
福岡県みやこ町,750.0
福岡県吉富町,346.0
福岡県上毛町,461.0
福岡県築上町,736.0
佐賀県佐賀市,12813.0
佐賀県唐津市,6395.0
佐賀県鳥栖市,4440.0
佐賀県多久市,
佐賀県伊万里市,2869.0
佐賀県武雄市,2603.0
佐賀県鹿島市,1527.0
佐賀県小城市,2458.0
佐賀県嬉野市,1289.0
佐賀県神埼市,1540.0
佐賀県吉野ヶ里町,951.0
佐賀県基山町,982.0
佐賀県上峰町,597.0
佐賀県みやき町,1389.0
佐賀県玄海町,
佐賀県有田町,1044.0
佐賀県大町町,
佐賀県江北町,565.0
佐賀県白石町,1049.0
佐賀県太良町,323.0
長崎県長崎市,18952.0
長崎県佐世保市,12611.0
長崎県島原市,2273.0
長崎県諫早市,7383.0
長崎県大村市,6361.0
長崎県平戸市,1369.0
長崎県松浦市,1065.0
長崎県対馬市,1269.0
長崎県壱岐市,1298.0
長崎県五島市,1414.0
長崎県西海市,1160.0
長崎県雲仙市,2070.0
長崎県南島原市,1905.0
長崎県長与町,2352.0
長崎県時津町,1684.0
長崎県東彼杵町,381.0
長崎県川棚町,659.0
長崎県波佐見町,778.0
長崎県小値賀町,81.0
長崎県佐々町,953.0
長崎県新上五島町,597.0
熊本県熊本市中央区,8803.0
熊本県熊本市東区,11651.0
熊本県熊本市西区,4208.0
熊本県熊本市南区,8711.0
熊本県熊本市北区,7486.0
熊本県八代市,6098.0
熊本県人吉市,1527.0
熊本県荒尾市,2587.0
熊本県水俣市,1032.0
熊本県玉名市,3281.0
熊本県山鹿市,2477.0
熊本県菊池市,2467.0
熊本県宇土市,1988.0
熊本県上天草市,1009.0
熊本県宇城市,2982.0
熊本県阿蘇市,1190.0
熊本県天草市,3278.0
熊本県合志市,5097.0
熊本県美里町,286.0
熊本県玉東町,313.0
熊本県南関町,388.0
熊本県長洲町,775.0
熊本県和水町,425.0
熊本県大津町,2507.0
熊本県菊陽町,3026.0
熊本県南小国町,175.0
熊本県小国町,257.0
熊本県産山村,
熊本県高森町,233.0
熊本県西原村,394.0
熊本県南阿蘇村,433.0
熊本県御船町,1001.0
熊本県嘉島町,811.0
熊本県益城町,2249.0
熊本県甲佐町,535.0
熊本県山都町,481.0
熊本県氷川町,485.0
熊本県芦北町,624.0
熊本県津奈木町,181.0
熊本県錦町,623.0
熊本県多良木町,413.0
熊本県湯前町,167.0
熊本県水上村,
熊本県相良村,184.0
熊本県五木村,24.0
熊本県山江村,209.0
熊本県球磨村,97.0
熊本県あさぎり町,786.0
熊本県苓北町,304.0
大分県大分市,25315.0
大分県別府市,4955.0
大分県中津市,4555.0
大分県日田市,3022.0
大分県佐伯市,2845.0
大分県臼杵市,1495.0
大分県津久見市,554.0
大分県竹田市,702.0
大分県豊後高田市,1022.0
大分県杵築市,1174.0
大分県宇佐市,2524.0
大分県豊後大野市,1341.0
大分県由布市,1778.0
大分県国東市,784.0
大分県姫島村,57.0
大分県日出町,1518.0
大分県九重町,378.0
大分県玖珠町,606.0
宮崎県宮崎市,22546.0
宮崎県都城市,9125.0
宮崎県延岡市,5934.0
宮崎県日南市,2344.0
宮崎県小林市,2209.0
宮崎県日向市,3168.0
宮崎県串間市,873.0
宮崎県西都市,1361.0
宮崎県えびの市,791.0
宮崎県三股町,1938.0
宮崎県高原町,415.0
宮崎県国富町,869.0
宮崎県綾町,390.0
宮崎県高鍋町,1018.0
宮崎県新富町,928.0
宮崎県西米良村,55.0
宮崎県木城町,
宮崎県川南町,772.0
宮崎県都農町,530.0
宮崎県門川町,939.0
宮崎県諸塚村,62.0
宮崎県椎葉村,114.0
宮崎県美郷町,62.0
宮崎県高千穂町,506.0
宮崎県日之影町,120.0
宮崎県五ヶ瀬町,127.0
鹿児島県鹿児島市,33373.0
鹿児島県鹿屋市,6292.0
鹿児島県枕崎市,812.0
鹿児島県阿久根市,822.0
鹿児島県出水市,2877.0
鹿児島県指宿市,1836.0
鹿児島県西之表市,740.0
鹿児島県垂水市,522.0
鹿児島県薩摩川内市,4876.0
鹿児島県日置市,2298.0
鹿児島県曽於市,1490.0
鹿児島県霧島市,7278.0
鹿児島県いちき串木野市,1295.0
鹿児島県南さつま市,1160.0
鹿児島県志布志市,1658.0
鹿児島県奄美市,2256.0
鹿児島県南九州市,1472.0
鹿児島県伊佐市,1053.0
鹿児島県姶良市,4853.0
鹿児島県三島村,
鹿児島県十島村,63.0
鹿児島県さつま町,839.0
鹿児島県長島町,555.0
鹿児島県湧水町,346.0
鹿児島県大崎町,589.0
鹿児島県東串良町,372.0
鹿児島県錦江町,253.0
鹿児島県南大隅町,219.0
鹿児島県肝付町,646.0
鹿児島県中種子町,375.0
鹿児島県南種子町,338.0
鹿児島県屋久島町,662.0
鹿児島県大和村,57.0
鹿児島県宇検村,94.0
鹿児島県瀬戸内町,394.0
鹿児島県龍郷町,409.0
鹿児島県喜界町,313.0
鹿児島県徳之島町,643.0
鹿児島県天城町,313.0
鹿児島県伊仙町,431.0
鹿児島県和泊町,384.0
鹿児島県知名町,373.0
鹿児島県与論町,323.0
沖縄県那覇市,18361.0
沖縄県宜野湾市,7037.0
沖縄県石垣市,3360.0
沖縄県浦添市,7554.0
沖縄県名護市,4392.0
沖縄県糸満市,4538.0
沖縄県沖縄市,9405.0
沖縄県豊見城市,5251.0
沖縄県うるま市,8912.0
沖縄県宮古島市,3480.0
沖縄県南城市,3432.0
沖縄県国頭村,220.0
沖縄県大宜味村,138.0
沖縄県東村,95.0
沖縄県今帰仁村,583.0
沖縄県本部町,819.0
沖縄県恩納村,653.0
沖縄県宜野座村,510.0
沖縄県金武町,817.0
沖縄県伊江村,248.0
沖縄県読谷村,3015.0
沖縄県嘉手納町,940.0
沖縄県北谷町,2102.0
沖縄県北中城村,1338.0
沖縄県中城村,1477.0
沖縄県西原町,2923.0
沖縄県与那原町,1446.0
沖縄県南風原町,3365.0
沖縄県渡嘉敷村,51.0
沖縄県座間味村,57.0
沖縄県粟国村,27.0
沖縄県渡名喜村,12.0
沖縄県南大東村,83.0
沖縄県北大東村,37.0
沖縄県伊平屋村,68.0
沖縄県伊是名村,99.0
沖縄県久米島町,399.0
沖縄県八重瀬町,2767.0
沖縄県多良間村,65.0
沖縄県竹富町,289.0
沖縄県与那国町,107.0
