都道府県,市区町村名,人数,団体コード
長野県,須坂市,2350,202070
長野県,小諸市,1855,202088
長野県,伊那市,3345,202096
長野県,駒ヶ根市,1498,202100
長野県,中野市,2088,202118
長野県,大町市,835,202126
長野県,飯山市,745,202134
長野県,茅野市,2769,202142
長野県,塩尻市,3114,202151
長野県,佐久市,5113,202177
長野県,千曲市,2820,202185
長野県,東御市,1415,202193
長野県,安曇野市,4607,202207
長野県,小海町,142,203033
長野県,川上村,182,203041
長野県,南牧村,115,203050
長野県,南相木村,55,203068
長野県,北相木村,49,203076
長野県,佐久穂町,624,203092
長野県,軽井沢町,1008,203211
長野県,御代田町,838,203238
長野県,立科町,252,203246
長野県,青木村,177,203491
長野県,長和町,196,203505
長野県,下諏訪町,764,203611
長野県,富士見町,672,203629
長野県,原村,412,203637
長野県,辰野町,823,203823
長野県,箕輪町,1169,203831
長野県,飯島町,415,203840
長野県,南箕輪村,1039,203858
長野県,中川村,234,203866
長野県,宮田村,465,203882
長野県,松川町,630,204021
長野県,高森町,698,204030
長野県,阿南町,153,204048
長野県,阿智村,329,204072
長野県,平谷村,17,204099
長野県,根羽村,－,204102
長野県,下條村,164,204111
長野県,売木村,18,204129
長野県,天龍村,33,204137
長野県,泰阜村,72,204145
長野県,喬木村,302,204153
長野県,豊丘村,335,204161
長野県,大鹿村,42,204170
長野県,上松町,148,204226
長野県,南木曽町,138,204234
長野県,木祖村,95,204251
長野県,王滝村,11,204293
長野県,大桑村,105,204307
長野県,木曽町,346,204323
長野県,麻績村,94,204463
長野県,生坂村,65,204480
長野県,山形村,442,204501
長野県,朝日村,204,204510
長野県,筑北村,120,204528
長野県,池田町,388,204811
長野県,松川村,435,204820
長野県,白馬村,362,204854
長野県,小谷村,98,204862
長野県,坂城町,566,205214
長野県,小布施町,572,205419
長野県,高山村,253,205435
長野県,山ノ内町,379,205613
長野県,木島平村,209,205621
長野県,野沢温泉村,140,205630
長野県,信濃町,－,205834
長野県,小川村,69,205885
長野県,飯綱町,415,205907
長野県,栄村,44,206024
岐阜県,岐阜市,18985,212016
岐阜県,大垣市,7723,212024
岐阜県,高山市,4005,212032
岐阜県,多治見市,4761,212041
岐阜県,関市,3998,212059
岐阜県,中津川市,3551,212067
岐阜県,美濃市,805,212075
岐阜県,瑞浪市,1632,212083
岐阜県,羽島市,3308,212091
岐阜県,恵那市,2119,212105
岐阜県,美濃加茂市,3543,212113
岐阜県,土岐市,2496,212121
岐阜県,各務原市,7443,212130
岐阜県,可児市,5363,212148
岐阜県,山県市,1008,212156
岐阜県,瑞穂市,3334,212164
岐阜県,飛騨市,953,212172
岐阜県,本巣市,1572,212181
岐阜県,郡上市,1800,212199
岐阜県,下呂市,1174,212202
岐阜県,海津市,1186,212211
岐阜県,岐南町,1431,213021
岐阜県,笠松町,1028,213039
岐阜県,養老町,1028,213411
岐阜県,垂井町,1181,213616
岐阜県,関ケ原町,195,213624
岐阜県,神戸町,842,213811
岐阜県,輪之内町,452,213829
岐阜県,安八町,744,213837
岐阜県,揖斐川町,651,214019
岐阜県,大野町,1096,214035
岐阜県,池田町,1207,214043
岐阜県,北方町,－,214213
岐阜県,坂祝町,453,215015
岐阜県,富加町,347,215023
岐阜県,川辺町,519,215031
岐阜県,七宗町,103,215040
岐阜県,八百津町,419,215058
岐阜県,白川町,209,215066
岐阜県,東白川村,69,215074
岐阜県,御嵩町,875,215210
岐阜県,白川村,－,216046
静岡県,静岡市葵区,11861,221015
静岡県,静岡市駿河区,8914,221023
静岡県,静岡市清水区,9776,221031
静岡県,浜松市中央区,29061,221384
静岡県,浜松市浜名区,10132,221392
静岡県,浜松市天竜区,797,221406
静岡県,沼津市,7719,222038
静岡県,熱海市,715,222054
静岡県,三島市,5024,222062
静岡県,富士宮市,6040,222071
静岡県,伊東市,2015,222089
静岡県,島田市,4795,222097
静岡県,富士市,12010,222101
静岡県,磐田市,8524,222119
静岡県,焼津市,6266,222127
静岡県,掛川市,6289,222135
静岡県,藤枝市,7168,222143
静岡県,御殿場市,4128,222151
静岡県,袋井市,4922,222160
静岡県,下田市,641,222194
静岡県,裾野市,2468,222208
静岡県,湖西市,2672,222216
静岡県,伊豆市,835,222224
静岡県,御前崎市,1426,222232
静岡県,菊川市,2557,222241
静岡県,伊豆の国市,2124,222259
静岡県,牧之原市,1990,222267
静岡県,東伊豆町,294,223018
静岡県,河津町,233,223026
静岡県,南伊豆町,227,223042
静岡県,松崎町,162,223051
静岡県,西伊豆町,129,223069
静岡県,函南町,1721,223255
静岡県,清水町,1562,223417
静岡県,長泉町,2604,223425
静岡県,小山町,863,223441
静岡県,吉田町,1353,224243
静岡県,川根本町,－,224294
静岡県,森町,803,224618
愛知県,名古屋市千種区,7834,231011
愛知県,名古屋市東区,4494,231029
愛知県,名古屋市北区,6521,231037
愛知県,名古屋市西区,6541,231045
愛知県,名古屋市中村区,4894,231053
愛知県,名古屋市中区,2216,231061
愛知県,名古屋市昭和区,5860,231070
愛知県,名古屋市瑞穂区,5685,231088
愛知県,名古屋市熱田区,2742,231096
愛知県,名古屋市中川区,9655,231100
愛知県,名古屋市港区,5901,231118
愛知県,名古屋市南区,5611,231126
愛知県,名古屋市守山区,10395,231134
愛知県,名古屋市緑区,15091,231142
愛知県,名古屋市名東区,9074,231151
愛知県,名古屋市天白区,7993,231169
愛知県,豊橋市,19092,232017
愛知県,岡崎市,21624,232025
愛知県,一宮市,19263,232033
愛知県,瀬戸市,6553,232041
愛知県,半田市,5892,232050
愛知県,春日井市,16083,232068
愛知県,豊川市,9948,232076
愛知県,津島市,2414,232084
愛知県,碧南市,3918,232092
愛知県,刈谷市,8616,232106
愛知県,豊田市,21842,232114
愛知県,安城市,10790,232122
愛知県,西尾市,9527,232131
愛知県,蒲郡市,3666,232149
愛知県,犬山市,3292,232157
愛知県,常滑市,3522,232165
愛知県,江南市,4950,232173
愛知県,小牧市,7472,232190
愛知県,稲沢市,6789,232203
愛知県,新城市,1881,232211
愛知県,東海市,6616,232220
愛知県,大府市,5724,232238
愛知県,知多市,4159,232246
愛知県,知立市,3817,232254
愛知県,尾張旭市,4602,232262
愛知県,高浜市,2894,232271
愛知県,岩倉市,2290,232289
愛知県,豊明市,3419,232297
愛知県,日進市,6192,232301
愛知県,田原市,3034,232319
愛知県,愛西市,2690,232327
愛知県,清須市,3961,232335
愛知県,北名古屋市,4784,232343
愛知県,弥富市,2054,232351
愛知県,みよし市,3651,232360
愛知県,あま市,4678,232378
愛知県,長久手市,4464,232386
愛知県,東郷町,2634,233021
愛知県,豊山町,953,233421
愛知県,大口町,1512,233617
愛知県,扶桑町,1906,233625
愛知県,大治町,2066,234249
愛知県,蟹江町,1737,234257
愛知県,飛島村,－,234273
愛知県,阿久比町,2130,234419
愛知県,東浦町,2779,234427
愛知県,南知多町,551,234451
愛知県,美浜町,874,234460
愛知県,武豊町,2346,234478
愛知県,幸田町,2832,235016
愛知県,設楽町,115,235610
愛知県,東栄町,91,235628
愛知県,豊根村,36,235636
三重県,津市,13047,242012
三重県,四日市市,15007,242021
三重県,伊勢市,5478,242039
三重県,松阪市,7501,242047
三重県,桑名市,7260,242055
三重県,鈴鹿市,9523,242071
三重県,名張市,3650,242080
三重県,尾鷲市,488,242098
三重県,亀山市,2772,242101
三重県,鳥羽市,584,242110
三重県,熊野市,621,242128
三重県,いなべ市,2160,242144
三重県,志摩市,1525,242152
三重県,伊賀市,3717,242161
三重県,木曽岬町,205,243035
三重県,東員町,1455,243248
三重県,菰野町,2320,243418
三重県,朝日町,693,243434
三重県,川越町,867,243442
三重県,多気町,688,244414
三重県,明和町,1227,244422
三重県,大台町,306,244431
三重県,玉城町,854,244619
三重県,度会町,336,244708
三重県,大紀町,204,244716
三重県,南伊勢町,242,244724
三重県,紀北町,418,245437
三重県,御浜町,325,245615
三重県,紀宝町,492,245623
滋賀県,大津市,18480,252018
滋賀県,彦根市,5849,252026
滋賀県,長浜市,5508,252034
滋賀県,近江八幡市,4562,252042
滋賀県,草津市,8297,252069
滋賀県,守山市,5520,252077
滋賀県,栗東市,4161,252085
滋賀県,甲賀市,4410,252093
滋賀県,野洲市,2766,252107
滋賀県,湖南市,2925,252115
滋賀県,高島市,1834,252123
滋賀県,東近江市,5915,252131
滋賀県,米原市,2001,252140
滋賀県,日野町,1042,253839
滋賀県,竜王町,591,253847
滋賀県,愛荘町,1378,254258
滋賀県,豊郷町,417,254410
滋賀県,甲良町,294,254428
滋賀県,多賀町,465,254436
京都府,京都市北区,5024,261017
京都府,京都市上京区,2895,261025
京都府,京都市左京区,7562,261033
京都府,京都市中京区,4059,261041
京都府,京都市東山区,405,261050
京都府,京都市下京区,2851,261068
京都府,京都市南区,3717,261076
京都府,京都市右京区,8386,261084
京都府,京都市伏見区,11509,261092
京都府,京都市山科区,5037,261106
京都府,京都市西京区,7043,261114
京都府,福知山市,3915,262013
京都府,舞鶴市,3705,262021
京都府,綾部市,1336,262030
京都府,宇治市,8268,262048
京都府,宮津市,580,262056
京都府,亀岡市,4050,262064
京都府,城陽市,3342,262072
京都府,向日市,3623,262081
京都府,長岡京市,4493,262099
京都府,八幡市,2995,262102
京都府,京田辺市,4323,262111
京都府,京丹後市,2302,262129
京都府,南丹市,1299,262137
京都府,木津川市,5537,262145
京都府,大山崎町,911,263036
京都府,久御山町,595,263222
京都府,井手町,244,263435
京都府,宇治田原町,392,263443
京都府,笠置町,21,263648
京都府,和束町,89,263656
京都府,精華町,1979,263664
京都府,南山城村,58,263672
京都府,京丹波町,424,264075
京都府,伊根町,81,264636
京都府,与謝野町,854,264652
大阪府,大阪市都島区,4570,271021
大阪府,大阪市福島区,3739,271039
大阪府,大阪市此花区,2916,271047
大阪府,大阪市西区,4974,271063
大阪府,大阪市港区,3001,271071
大阪府,大阪市大正区,2394,271080
大阪府,大阪市天王寺区,4531,271098
大阪府,大阪市浪速区,1617,271110
大阪府,大阪市西淀川区,3982,271136
大阪府,大阪市東淀川区,6225,271144
大阪府,大阪市東成区,3298,271152
大阪府,大阪市生野区,3543,271161
大阪府,大阪市旭区,3741,271179
大阪府,大阪市城東区,8010,271187
大阪府,大阪市阿倍野区,6666,271195
大阪府,大阪市住吉区,7228,271209
大阪府,大阪市東住吉区,5849,271217
大阪府,大阪市西成区,2503,271225
大阪府,大阪市淀川区,6803,271233
大阪府,大阪市鶴見区,6096,271241
大阪府,大阪市住之江区,4858,271250
大阪府,大阪市平野区,8174,271268
大阪府,大阪市北区,5455,271276
大阪府,大阪市中央区,5470,271284
大阪府,堺市堺区,6431,271411
大阪府,堺市中区,6098,271420
大阪府,堺市東区,4894,271438
大阪府,堺市西区,6930,271446
大阪府,堺市南区,5948,271454
大阪府,堺市北区,7682,271462
大阪府,堺市美原区,1858,271471
大阪府,岸和田市,9130,272027
大阪府,豊中市,21491,272035
大阪府,池田市,5274,272043
大阪府,吹田市,21320,272051
大阪府,泉大津市,3379,272060
大阪府,高槻市,16963,272078
大阪府,貝塚市,3902,272086
大阪府,守口市,5416,272094
大阪府,枚方市,19570,272108
大阪府,茨木市,15538,272116
大阪府,八尾市,12093,272124
大阪府,泉佐野市,4486,272132
大阪府,富田林市,4814,272141
大阪府,寝屋川市,10308,272159
大阪府,河内長野市,4035,272167
大阪府,松原市,4868,272175
大阪府,大東市,5509,272183
大阪府,和泉市,8789,272191
大阪府,箕面市,8934,272205
大阪府,柏原市,2896,272213
大阪府,羽曳野市,4449,272221
大阪府,門真市,4162,272230
大阪府,摂津市,4177,272248
大阪府,高石市,2848,272256
大阪府,藤井寺市,3146,272264
大阪府,東大阪市,18533,272272
大阪府,泉南市,2771,272281
大阪府,四條畷市,2553,272299
大阪府,交野市,4033,272302
大阪府,大阪狭山市,3274,272311
大阪府,阪南市,2072,272329
大阪府,島本町,1939,273015
大阪府,豊能町,481,273210
大阪府,能勢町,－,273228
大阪府,忠岡町,736,273414
大阪府,熊取町,2268,273619
大阪府,田尻町,435,273627
大阪府,岬町,474,273660
大阪府,太子町,615,273813
大阪府,河南町,651,273821
大阪府,千早赤阪村,150,273830
兵庫県,神戸市東灘区,11175,281018
兵庫県,神戸市灘区,6975,281026
兵庫県,神戸市兵庫区,3741,281051
兵庫県,神戸市長田区,3170,281069
兵庫県,神戸市須磨区,7481,281077
兵庫県,神戸市垂水区,11534,281085
兵庫県,神戸市北区,9891,281093
兵庫県,神戸市中央区,4681,281107
兵庫県,神戸市西区,11236,281115
兵庫県,姫路市,25857,282014
兵庫県,尼崎市,19811,282022
兵庫県,明石市,17751,282031
兵庫県,西宮市,25547,282049
兵庫県,洲本市,1663,282057
兵庫県,芦屋市,4407,282065
兵庫県,伊丹市,10905,282073
兵庫県,相生市,1274,282081
兵庫県,豊岡市,3602,282090
兵庫県,加古川市,12474,282103
兵庫県,赤穂市,1990,282120
兵庫県,西脇市,1743,282138
兵庫県,宝塚市,13166,282146
兵庫県,三木市,3252,282154
兵庫県,高砂市,4314,282162
兵庫県,川西市,7174,282171
兵庫県,小野市,2371,282189
兵庫県,三田市,5822,282197
兵庫県,加西市,1870,282201
兵庫県,丹波篠山市,1879,282219
兵庫県,養父市,829,282227
兵庫県,丹波市,2918,282235
兵庫県,南あわじ市,2168,282243
兵庫県,朝来市,1369,282251
兵庫県,淡路市,1936,282260
兵庫県,宍粟市,1472,282278
兵庫県,加東市,1890,282286
兵庫県,たつの市,3729,282294
兵庫県,猪名川町,1426,283011
兵庫県,多可町,734,283657
兵庫県,稲美町,1649,283819
兵庫県,播磨町,2082,283827
兵庫県,市川町,438,284424
兵庫県,福崎町,1011,284432
兵庫県,神河町,416,284467
兵庫県,太子町,1866,284645
兵庫県,上郡町,500,284815
兵庫県,佐用町,533,285013
兵庫県,香美町,599,285854
兵庫県,新温泉町,485,285862
奈良県,奈良市,17220,292010
奈良県,大和高田市,2280,292028
奈良県,大和郡山市,3528,292036
奈良県,天理市,3094,292044
奈良県,橿原市,5513,292052
奈良県,桜井市,2458,292061
奈良県,五條市,965,292079
奈良県,御所市,710,292087
奈良県,生駒市,6337,292095
奈良県,香芝市,4709,292109
奈良県,葛城市,2371,292117
奈良県,宇陀市,986,292125
奈良県,山添村,85,293229
奈良県,平群町,755,293423
奈良県,三郷町,1074,293431
奈良県,斑鳩町,1516,293440
奈良県,安堵町,232,293458
奈良県,川西町,388,293610
奈良県,三宅町,232,293628
奈良県,田原本町,1459,293636
奈良県,曽爾村,－,293857
奈良県,御杖村,28,293865
奈良県,高取町,244,294012
奈良県,明日香村,233,294021
奈良県,上牧町,835,294241
奈良県,王寺町,－,294250
奈良県,広陵町,2164,294268
奈良県,河合町,629,294276
奈良県,吉野町,130,294411
奈良県,大淀町,565,294420
奈良県,下市町,－,294438
奈良県,黒滝村,10,294446
奈良県,天川村,－,294462
奈良県,野迫川村,－,294471
奈良県,十津川村,98,294497
奈良県,下北山村,－,294501
奈良県,上北山村,－,294519
奈良県,川上村,－,294527
奈良県,東吉野村,31,294535
和歌山県,和歌山市,16522,302015
和歌山県,海南市,1891,302023
和歌山県,橋本市,2784,302031
和歌山県,有田市,1018,302040
和歌山県,御坊市,947,302058
和歌山県,田辺市,3002,302066
和歌山県,新宮市,1137,302074
和歌山県,紀の川市,2627,302082
和歌山県,岩出市,2854,302091
和歌山県,紀美野町,228,303046
和歌山県,かつらぎ町,672,303411
和歌山県,九度山町,110,303437
和歌山県,高野町,89,303445
和歌山県,湯浅町,433,303615
和歌山県,広川町,290,303623
和歌山県,有田川町,1325,303666
和歌山県,美浜町,268,303810
和歌山県,日高町,501,303828
和歌山県,由良町,157,303836
和歌山県,印南町,349,303909
和歌山県,みなべ町,547,303917
和歌山県,日高川町,408,303925
和歌山県,白浜町,753,304018
和歌山県,上富田町,899,304042
和歌山県,すさみ町,116,304069
和歌山県,那智勝浦町,528,304212
和歌山県,太地町,104,304221
和歌山県,古座川町,76,304247
和歌山県,北山村,26,304271
和歌山県,串本町,460,304280
鳥取県,鳥取市,8843,312011
鳥取県,米子市,7753,312029
鳥取県,倉吉市,2181,312037
鳥取県,境港市,1598,312045
鳥取県,岩美町,470,313025
鳥取県,若桜町,74,313254
鳥取県,智頭町,245,313289
鳥取県,八頭町,723,313297
鳥取県,三朝町,271,313645
鳥取県,湯梨浜町,917,313700
鳥取県,琴浦町,763,313718
鳥取県,北栄町,751,313726
鳥取県,日吉津村,228,313840
鳥取県,大山町,726,313866
鳥取県,南部町,466,313891
鳥取県,伯耆町,505,313904
鳥取県,日南町,106,314013
鳥取県,日野町,－,314021
鳥取県,江府町,－,314030
島根県,松江市,9433,322016
島根県,浜田市,2279,322024
島根県,出雲市,9663,322032
島根県,益田市,2089,322041
島根県,大田市,1437,322059
島根県,安来市,1653,322067
島根県,江津市,944,322075
島根県,雲南市,1610,322091
島根県,奥出雲町,459,323438
島根県,飯南町,161,323861
島根県,川本町,126,324418
島根県,美郷町,162,324485
島根県,邑南町,428,324493
島根県,津和野町,235,325015
島根県,吉賀町,228,325058
島根県,海士町,104,325252
島根県,西ノ島町,104,325261
島根県,知夫村,24,325279
島根県,隠岐の島町,646,325287
岡山県,岡山市北区,15007,331015
岡山県,岡山市中区,8624,331023
岡山県,岡山市東区,4007,331031
岡山県,岡山市南区,8672,331040
岡山県,倉敷市,25388,332020
岡山県,津山市,4822,332038
岡山県,玉野市,2239,332046
岡山県,笠岡市,1812,332054
岡山県,井原市,1441,332071
岡山県,総社市,3846,332089
岡山県,高梁市,981,332097
岡山県,新見市,971,332101
岡山県,備前市,1152,332119
岡山県,瀬戸内市,1677,332127
岡山県,赤磐市,2456,332135
岡山県,真庭市,1969,332143
岡山県,美作市,1050,332151
岡山県,浅口市,1393,332160
岡山県,和気町,507,333468
岡山県,早島町,871,334235
岡山県,里庄町,663,334456
岡山県,矢掛町,580,334618
岡山県,新庄村,33,335860
岡山県,鏡野町,617,336068
岡山県,勝央町,624,336220
岡山県,奈義町,290,336238
岡山県,西粟倉村,65,336432
岡山県,久米南町,139,336637
岡山県,美咲町,281,336661
岡山県,吉備中央町,423,336815
広島県,広島市中区,6456,341011
広島県,広島市東区,6104,341029
広島県,広島市南区,7709,341037
広島県,広島市西区,8778,341045
広島県,広島市安佐南区,14976,341053
広島県,広島市安佐北区,6195,341061
広島県,広島市安芸区,3697,341070
広島県,広島市佐伯区,8609,341088
広島県,呉市,8472,342025
広島県,竹原市,615,342033
広島県,三原市,4174,342041
広島県,尾道市,5468,342050
広島県,福山市,23613,342076
広島県,府中市,794,342084
広島県,三次市,2276,342092
広島県,庄原市,1352,342106
広島県,大竹市,1175,342114
広島県,東広島市,10986,342122
広島県,廿日市市,6382,342131
広島県,安芸高田市,1069,342149
広島県,江田島市,678,342157
広島県,府中町,3251,343021
広島県,海田町,1834,343048
広島県,熊野町,1182,343072
広島県,坂町,697,343099
広島県,安芸太田町,197,343684
広島県,北広島町,591,343692
広島県,大崎上島町,177,344311
広島県,世羅町,640,344621
広島県,神石高原町,320,345458
山口県,下関市,10898,352012
山口県,宇部市,7435,352021
山口県,山口市,9694,352039
山口県,萩市,1426,352047
山口県,防府市,5971,352063
山口県,下松市,3041,352071
山口県,岩国市,5608,352080
山口県,光市,2269,352101
山口県,長門市,1141,352110
山口県,柳井市,1231,352128
山口県,美祢市,644,352136
山口県,周南市,6151,352152
山口県,山陽小野田市,2880,352161
山口県,周防大島町,352,353051
山口県,和木町,385,353213
山口県,上関町,53,353418
山口県,田布施町,555,353434
山口県,平生町,403,353442
山口県,阿武町,95,355020
徳島県,徳島市,12303,362018
徳島県,鳴門市,2213,362026
徳島県,小松島市,1287,362034
徳島県,阿南市,3258,362042
徳島県,吉野川市,1540,362051
徳島県,阿波市,1406,362069
徳島県,美馬市,1061,362077
徳島県,三好市,779,362085
徳島県,勝浦町,179,363014
徳島県,上勝町,47,363022
徳島県,佐那河内村,73,363219
徳島県,石井町,1237,363413
徳島県,神山町,138,363421
徳島県,那賀町,232,363685
徳島県,牟岐町,87,363839
徳島県,美波町,167,363871
徳島県,海陽町,251,363880
徳島県,松茂町,679,364011
徳島県,北島町,1456,364029
徳島県,藍住町,2129,364037
徳島県,板野町,547,364045
徳島県,上板町,461,364053
徳島県,つるぎ町,229,364681
徳島県,東みよし町,595,364894
香川県,高松市,21846,372013
香川県,丸亀市,5844,372021
香川県,坂出市,2382,372030
香川県,善通寺市,1427,372048
香川県,観音寺市,2689,372056
香川県,さぬき市,1715,372064
香川県,東かがわ市,988,372072
香川県,三豊市,2845,372081
香川県,土庄町,478,373222
香川県,小豆島町,497,373249
香川県,三木町,1442,373419
香川県,直島町,110,373648
香川県,宇多津町,934,373869
香川県,綾川町,1121,373877
香川県,琴平町,293,374032
香川県,多度津町,990,374041
香川県,まんのう町,847,374067
愛媛県,松山市,25367,382019
愛媛県,今治市,6417,382027
愛媛県,宇和島市,2735,382035
愛媛県,八幡浜市,1134,382043
愛媛県,新居浜市,5572,382051
愛媛県,西条市,5114,382060
愛媛県,大洲市,1781,382078
愛媛県,伊予市,1792,382108
愛媛県,四国中央市,3706,382132
愛媛県,西予市,1348,382141
愛媛県,東温市,1673,382159
愛媛県,上島町,192,383562
愛媛県,久万高原町,218,383864
愛媛県,松前町,1679,384011
愛媛県,砥部町,1029,384020
愛媛県,内子町,612,384224
愛媛県,伊方町,213,384429
愛媛県,松野町,122,384844
愛媛県,鬼北町,328,384887
愛媛県,愛南町,611,385069
高知県,高知市,14971,392014
高知県,室戸市,310,392022
高知県,安芸市,541,392031
高知県,南国市,2289,392049
高知県,土佐市,1159,392057
高知県,須崎市,686,392065
高知県,宿毛市,775,392081
高知県,土佐清水市,326,392090
高知県,四万十市,1464,392103
高知県,香南市,1616,392111
高知県,香美市,1094,392120
高知県,東洋町,45,393011
高知県,奈半利町,102,393029
高知県,田野町,102,393037
高知県,安田町,98,393045
高知県,北川村,34,393053
高知県,馬路村,33,393061
高知県,芸西村,174,393070
高知県,本山町,108,393410
高知県,大豊町,－,393444
高知県,土佐町,154,393631
高知県,大川村,－,393649
高知県,いの町,910,393860
高知県,仁淀川町,115,393878
高知県,中土佐町,186,394017
高知県,佐川町,493,394025
高知県,越知町,147,394033
高知県,梼原町,131,394050
高知県,日高村,232,394106
高知県,津野町,208,394114
高知県,四万十町,624,394122
高知県,大月町,104,394246
高知県,三原村,41,394271
高知県,黒潮町,363,394289
福岡県,北九州市門司区,4171,401013
福岡県,北九州市若松区,4423,401030
福岡県,北九州市戸畑区,2850,401056
福岡県,北九州市小倉北区,7561,401064
福岡県,北九州市小倉南区,10595,401072
福岡県,北九州市八幡東区,2922,401081
福岡県,北九州市八幡西区,12118,401099
福岡県,福岡市東区,18457,401315
福岡県,福岡市博多区,8781,401323
福岡県,福岡市中央区,8788,401331
福岡県,福岡市南区,15511,401340
福岡県,福岡市西区,12152,401358
福岡県,福岡市城南区,6759,401366
福岡県,福岡市早良区,13861,401374
福岡県,大牟田市,4773,402028
福岡県,久留米市,17068,402036
福岡県,直方市,2861,402044
福岡県,飯塚市,6707,402052
福岡県,田川市,2235,402061
福岡県,柳川市,3002,402079
福岡県,八女市,2796,402109
福岡県,筑後市,2943,402117
福岡県,大川市,1323,402125
福岡県,行橋市,3986,402133
福岡県,豊前市,1107,402141
福岡県,中間市,1721,402150
福岡県,小郡市,3605,402168
福岡県,筑紫野市,6086,402176
福岡県,春日市,7056,402184
福岡県,大野城市,6401,402192
福岡県,宗像市,5606,402206
福岡県,太宰府市,4374,402214
福岡県,古賀市,3481,402231
福岡県,福津市,5032,402249
福岡県,うきは市,1401,402257
福岡県,宮若市,1291,402265
福岡県,嘉麻市,629,402273
福岡県,朝倉市,2548,402281
福岡県,みやま市,1576,402290
福岡県,糸島市,6319,402303
福岡県,那珂川市,3135,402311
福岡県,宇美町,2161,403415
福岡県,篠栗町,1801,403423
福岡県,志免町,2854,403431
福岡県,須恵町,2080,403440
福岡県,新宮町,2681,403458
福岡県,久山町,686,403482
福岡県,粕屋町,3242,403491
福岡県,芦屋町,664,403814
福岡県,水巻町,1438,403822
福岡県,岡垣町,1733,403831
福岡県,遠賀町,985,403849
福岡県,小竹町,248,404012
福岡県,鞍手町,671,404021
福岡県,桂川町,638,404217
福岡県,筑前町,1826,404471
福岡県,東峰村,59,404489
福岡県,大刀洗町,965,405035
福岡県,大木町,826,405221
福岡県,広川町,1139,405442
福岡県,香春町,－,406015
福岡県,添田町,330,406023
福岡県,糸田町,463,406040
福岡県,川崎町,668,406058
福岡県,大任町,306,406082
福岡県,赤村,152,406091
福岡県,福智町,698,406104
福岡県,苅田町,2126,406210
福岡県,みやこ町,727,406252
福岡県,吉富町,330,406422
福岡県,上毛町,439,406465
福岡県,築上町,702,406473
佐賀県,佐賀市,12632,412015
佐賀県,唐津市,6215,412023
佐賀県,鳥栖市,4323,412031
佐賀県,多久市,－,412040
佐賀県,伊万里市,2763,412058
佐賀県,武雄市,2532,412066
佐賀県,鹿島市,1500,412074
佐賀県,小城市,2431,412082
佐賀県,嬉野市,1265,412091
佐賀県,神埼市,1520,412104
佐賀県,吉野ヶ里町,923,413275
佐賀県,基山町,1006,413411
佐賀県,上峰町,567,413453
佐賀県,みやき町,1460,413461
佐賀県,玄海町,－,413879
佐賀県,有田町,1008,414018
佐賀県,大町町,－,414239
佐賀県,江北町,569,414247
佐賀県,白石町,994,414255
佐賀県,太良町,330,414417
長崎県,長崎市,18576,422011
長崎県,佐世保市,12214,422029
長崎県,島原市,2219,422037
長崎県,諫早市,7272,422045
長崎県,大村市,6416,422053
長崎県,平戸市,1315,422070
長崎県,松浦市,1016,422088
長崎県,対馬市,1203,422096
長崎県,壱岐市,1213,422100
長崎県,五島市,1330,422118
長崎県,西海市,1136,422126
長崎県,雲仙市,1999,422134
長崎県,南島原市,1807,422142
長崎県,長与町,2369,423076
長崎県,時津町,1669,423084
長崎県,東彼杵町,373,423211
長崎県,川棚町,653,423220
長崎県,波佐見町,773,423238
長崎県,小値賀町,75,423831
長崎県,佐々町,939,423912
長崎県,新上五島町,548,424111
熊本県,熊本市中央区,8893,431010
熊本県,熊本市東区,11535,431028
熊本県,熊本市西区,4127,431036
熊本県,熊本市南区,8610,431044
熊本県,熊本市北区,7417,431052
熊本県,八代市,5959,432024
熊本県,人吉市,1473,432032
熊本県,荒尾市,2561,432041
熊本県,水俣市,1000,432059
熊本県,玉名市,3257,432067
熊本県,山鹿市,2411,432083
熊本県,菊池市,2398,432105
熊本県,宇土市,1962,432113
熊本県,上天草市,957,432121
熊本県,宇城市,2897,432130
熊本県,阿蘇市,1137,432148
熊本県,天草市,3160,432156
熊本県,合志市,5098,432164
熊本県,美里町,273,433489
熊本県,玉東町,321,433641
熊本県,南関町,372,433675
熊本県,長洲町,778,433683
熊本県,和水町,420,433691
熊本県,大津町,2447,434035
熊本県,菊陽町,2999,434043
熊本県,南小国町,163,434230
熊本県,小国町,266,434248
熊本県,産山村,－,434256
熊本県,高森町,213,434281
熊本県,西原村,396,434329
熊本県,南阿蘇村,410,434337
熊本県,御船町,1031,434418
熊本県,嘉島町,837,434426
熊本県,益城町,2283,434434
熊本県,甲佐町,530,434442
熊本県,山都町,473,434477
熊本県,氷川町,456,434680
熊本県,芦北町,595,434825
熊本県,津奈木町,183,434841
熊本県,錦町,601,435015
熊本県,多良木町,368,435058
熊本県,湯前町,151,435066
熊本県,水上村,－,435074
熊本県,相良村,177,435104
熊本県,五木村,23,435112
熊本県,山江村,214,435121
熊本県,球磨村,－,435139
熊本県,あさぎり町,730,435147
熊本県,苓北町,269,435317
大分県,大分市,24982,442011
大分県,別府市,4882,442020
大分県,中津市,4463,442038
大分県,日田市,2950,442046
大分県,佐伯市,2665,442054
大分県,臼杵市,1435,442062
大分県,津久見市,499,442071
大分県,竹田市,696,442089
大分県,豊後高田市,1023,442097
大分県,杵築市,1139,442101
